ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q1 Examine,Q1 Interview,Q1 Test,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q2 Examine,Q2 Interview,Q2 Test,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q3 Examine,Q3 Interview,Q3 Test,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Q4 Examine,Q4 Interview,Q4 Test,Remediation Owner,Remediation Due Date,Minimum Target,Action Plan,Artifact Name
PR.PS-06 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-06,"Secure software development practices are integrated
and their performance is monitored throughout the software development life cycle",Ex1: Protect all components of organization-developed software from tampering and unauthorized access,"The secure development pipeline is a genuine bright spot: all build artifacts are signed with Sigstore/Cosign and verified at deploy, source is protected with mandatory review and branch protection, dependency scanning gates merges, and the SDLC checklist embeds security review for changes touching authentication or biometric data paths. Signing adoption is measured (100% of production deploys verified this quarter) — the control is consistently executed and monitored..",Yes,Jane Alvarez,Marcus Lee; Chris Magann,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,5.5,6,"The secure development pipeline is a genuine bright spot: all build artifacts are signed with Sigstore/Cosign and verified at deploy, source is protected with mandatory review and branch protection, dependency scanning gates merges, and the SDLC checklist embeds security review for changes touching authentication or biometric data paths. Signing adoption is measured (100% of production deploys verified this quarter) — the control is consistently executed and monitored.",2026-06-19,Complete,"Cosign verification logs, branch protection settings, SDLC checklist for two sampled releases",Jane Alvarez (owner),Attempted deploy of an unsigned test artifact to staging; rejected at admission control,6,6,"The pipeline bright spot reached target formally: Sigstore/Cosign verification held at 100 percent of production deploys for a second consecutive quarter, dependency scanning gate-blocked two vulnerable upgrades before merge, and the SDLC checklist's authentication-path security review caught one design flaw pre-implementation. Signing adoption, gate effectiveness, and review coverage are all measured and reviewed — consistent execution with working metrics.",2026-09-14,Complete,Deploy verification logs; gate block records; SDLC review records,Jane Alvarez,Attempted deploy of an unsigned test artifact was rejected,6.5,6,"Improving beyond target: three consecutive quarters of 100 percent verified deploys establish a genuine trend, the team added provenance attestations to the build pipeline in November — deepening supply-chain integrity ahead of any customer requirement — and gate metrics show vulnerable-dependency attempts declining as engineering habits adapt. This control is the standing rebuttal to anyone who thinks a 300-person company cannot run a hardened pipeline.",2026-12-08,Complete,Q4 verification logs; provenance attestation configs; gate trend data,Jane Alvarez,,,,5,,Cosign verification log Q2
RC.CO-03 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,"Ex1: Securely share recovery information, including restoration progress, consistent with response plans and information sharing agreements","Recovery-progress communication is handled through the same incident Slack channel and executive digest as response updates, with no distinct recovery-status cadence for internal stakeholders and none defined for customers awaiting service restoration. During INC-2024-01, customers learned restoration status from the public statement rather than direct channels — a pattern the rebuilt notification procedure addresses for breach disclosure but not for ongoing recovery updates..",Yes,Gerry Callahan,Chris Meyers; Nadia Khan,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3,5,"Recovery-progress communication is handled through the same incident Slack channel and executive digest as response updates, with no distinct recovery-status cadence for internal stakeholders and none defined for customers awaiting service restoration. During INC-2024-01, customers learned restoration status from the public statement rather than direct channels — a pattern the rebuilt notification procedure addresses for breach disclosure but not for ongoing recovery updates.",2026-06-19,Complete,IR communications matrix recovery section; INC-2024-01 customer communications timeline,Gerry Callahan,,3.5,5,"The communications matrix now defines a recovery-status cadence — daily internal digest during restoration and a drafted customer restoration-notice template — closing the gap INC-2024-01 exposed when customers learned status from the public statement. The cadence exists on paper and the internal leg ran once during a September service degradation, but the customer-facing leg has never been exercised and the template remains unapproved by counsel.",2026-09-18,Complete,"Communications matrix v2, draft customer restoration notice, September degradation Slack digest",Gerry Callahan,,4.5,5,"The customer restoration-notice template was counsel-approved in November and the full recovery-communication cadence — internal daily digest plus customer-facing status per SLA — was exercised end-to-end in the December recovery tabletop, with Customer Success sending timed notices to a mock tenant list. Execution was clean but remains exercise-only; no live recovery event has yet used the cadence, which keeps this just below the passing floor.",2026-12-11,Complete,"Approved notice template, December tabletop communications log, cadence section of communications matrix",Gerry Callahan,Walkthrough of tabletop notice timing against SLA commitments,Gerry Callahan,2026-11-30,5,Apply the recovery-status cadence in the next live incident or Q1 2027 exercise and capture timing evidence; confirm Customer Success ownership of the notice send step.,Recovery-Comms-Cadence-draft
RC.CO-04 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,Ex1: Follow the organization's breach notification procedures for recovering from a data breach incident,"Public recovery messaging now follows the counsel-reviewed breach notification procedure with approved spokespeople and templates — a direct correction of the INC-2024-01 disclosure dispute that collapsed public trust (R5). The procedure is solid; the track record is one clean Q1 2026 execution, and the public trust score remains below the 90% target set for January 2027.",Yes,Gerry Callahan,Chris Meyers,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3.5,6,"Public recovery messaging now follows the counsel-reviewed breach notification procedure with approved spokespeople and templates — a direct correction of the INC-2024-01 disclosure dispute that collapsed public trust (R5). The procedure is solid; the track record is one clean Q1 2026 execution, and the public trust score remains below the 90% target set for January 2027. Given that Alma sells authentication trust, this control carries a raised target: message discipline during recovery is a product-survival control, not a communications nicety.",2026-06-19,Complete,Approved messaging templates; Q1 2026 public statement and approval chain,Gerry Callahan,Traced Q1 statement through the documented approval chain,4,6,"The first quarterly message-approval drill ran in September with Marketing and counsel, rehearsing spokesperson assignments and template selection for a simulated recovery announcement. The breach-notification procedure remains solid and the drill surfaced one stale approver contact, since corrected. Public trust score reached the low 80s against the 90% January 2027 target (R5); the discipline is building but the track record is still one live execution plus one drill.",2026-09-18,Complete,"September drill record, spokesperson roster, trust-score trend report to the board",Gerry Callahan,,4.5,6,"The second quarterly drill ran in December inside the recovery tabletop, pairing message approval with the customer restoration notices for the first time. Trust score continued climbing toward — but not to — the 90% target, tracked at each board cycle per the R5 treatment plan. Message discipline is now practiced on a cadence; the raised target reflects that recovery messaging is a product-survival control for an authentication company, and two drills plus one live execution do not yet evidence that bar.",2026-12-11,Complete,"December drill record inside tabletop after-action report, Q4 board trust-score slide",Gerry Callahan,Re-performance of approval chain timing during the tabletop,Gerry Callahan,2027-01-31,5,"Continue quarterly drills; hold the raised target until the trust score crosses 90% (R5, January 2027) and a live recovery event executes the messaging cleanly.",Public-Messaging-Approval-Q1-2026
RC.RP-01 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex1: Begin recovery procedures during or after incident response processes,"The IR plan contains a recovery section with initiation steps, but recovery execution has never followed it end-to-end: INC-2024-01 recovery was improvised, and no incident since has exercised the full recovery path. AWS multi-AZ architecture gives strong platform resilience, which masks the process gap.",Yes,Nadia Khan,Marcus Lee; Gerry Callahan,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3,5,"The IR plan contains a recovery section with initiation steps, but recovery execution has never followed it end-to-end: INC-2024-01 recovery was improvised, and no incident since has exercised the full recovery path. AWS multi-AZ architecture gives strong platform resilience, which masks the process gap. The recovery procedures exist on paper and in architecture, not in practiced execution — the weakest link in Alma's incident lifecycle.",2026-06-19,Complete,IR plan recovery section; INC-2024-01 postmortem recovery timeline,Nadia Khan; Marcus Lee,,3,5,"No change in demonstrated capability this quarter: recovery execution has still never followed the plan end-to-end. Q3 work was preparatory — the December full recovery exercise was scoped, restore targets selected (production PostgreSQL restore plus Windows domain recovery), and success criteria drafted as the acceptance gate for the recovery section. AWS multi-AZ resilience continues to mask the process gap; the score holds until execution evidence exists.",2026-09-17,Complete,"Exercise scoping document, recovery section success criteria draft",Nadia Khan,,4,5,"The full recovery exercise executed in December: restore-from-backup through service verification for the authentication API path succeeded within objectives, but the on-prem Windows domain recovery missed its recovery-time objective and two runbook steps proved stale. Gaps were folded back into the plan per the acceptance-gate commitment. Recovery execution now has one evidenced end-to-end run with known weaknesses — a real advance from paper-only, not yet consistent practice.",2026-12-10,Complete,"Exercise after-action report, updated recovery runbook, restore timing log",Nadia Khan; Marcus Lee,Observed production-parity restore of PostgreSQL and domain controller rebuild,Nadia Khan,2026-12-31,6,Re-run the Windows domain recovery leg in Q1 2027 after runbook corrections; set a second full exercise for H1 2027 to establish consistency.,Recovery-Exercise-Plan-Q4
RC.RP-02 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"prioritized
Recovery actions are selected
scoped
and performed",Ex1: Select recovery actions based on the criteria defined in the incident response plan and available resources,"There is no documented method for selecting and scoping recovery actions by priority — during INC-2024-01, restoration order was decided in the moment by the engineers present. The IR plan references 'available resources' but names no criteria linking recovery order to service criticality.",Yes,Nadia Khan,Marcus Lee,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,2.5,5,"There is no documented method for selecting and scoping recovery actions by priority — during INC-2024-01, restoration order was decided in the moment by the engineers present. The IR plan references 'available resources' but names no criteria linking recovery order to service criticality. Individual engineers know the platform well, so outcomes have been acceptable, but the capability is person-dependent, the R1 staffing risk applies directly.",2026-06-19,Complete,IR plan recovery section; INC-2024-01 restoration sequence notes,Nadia Khan,,2.5,5,"Recovery-action selection remains person-dependent with no documented criteria; the quarter produced no direct change because the control is blocked on the business impact analysis under RC.RP-04, which drafted service-criticality tiers in September but has not yet published them. Restoration order for any incident this quarter would still have been decided by the engineers present, the same R1-linked exposure noted at Q2.",2026-09-16,Complete,"Draft service-criticality tiers, recovery runbook (unchanged selection section)",Nadia Khan,,3.5,5,"Draft recovery-action selection criteria derived from the November BIA now sit in the recovery runbook with a worked example, and the December exercise used them to sequence the PostgreSQL and domain restore legs — the first restoration ordered by documented criteria rather than judgment. The criteria cover only the top-ten services and have one exercise behind them; person-dependence is reduced, not removed.",2026-12-10,Complete,"Runbook selection criteria with worked example, exercise sequencing log",Nadia Khan,Walkthrough of exercise restore ordering against the criteria,Nadia Khan,2027-02-28,5,Extend selection criteria beyond the top-ten services as the BIA widens; require criteria-based ordering in every 2027 exercise and live recovery.,Recovery-Prioritization-Criteria-draft
RC.RP-03 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,"Ex1: Check restoration assets for indicators of compromise, file corruption, and other integrity issues before use","Backup integrity verification includes: (1) automated checksums for S3 backups, (2) monthly integrity validation by DR Manager, (3) quarterly restore testing to verify recoverability. The S3 Bucket Security project enhances backup protection with versioning and cross-region replication. Restoration assets are checked for IOCs before recovery use.",Yes,Marcus Lee,Nadia Khan,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,"1. Review backup checksum process
2. Verify monthly integrity validation
3. Examine quarterly restore testing
4. Assess S3 Bucket Security project",2,5,Per Internal Audit Q1 2026 assessment (IA-2026-001); see IA workpapers.,2026-03-10,Complete,Per IA workpapers,Per IA workpapers,Per IA workpapers,3,5,"Backup integrity verification is defined for PostgreSQL — automated restore tests run monthly in staging with checksum validation — but the practice began in Q1 2026 and has two completed cycles, with one failure (a snapshot restored with stale WAL segments) still under investigation. Pre-restoration IOC checking is not yet part of the procedure. Consistent with the IA Q1 score of 2 moving to 3: the control is young and its scope is incomplete.",2026-06-19,In Progress,Monthly restore-test job output; backup verification procedure,Marcus Lee,Reviewed May restore-test evidence including the failed WAL-segment case,5,5,"Backup integrity verification reached consistent execution: the third and fourth monthly staging restore cycles completed clean, the stale-WAL-segment failure was root-caused to snapshot ordering and closed in October scope, and IOC plus corruption checks were added to the restore-test procedure ahead of the October due date. PostgreSQL coverage is now reliable with evidence for the period; extension to S3 configuration exports and the on-prem fileserver remains outstanding.",2026-09-15,Complete,"Restore-test logs for July–September cycles, WAL failure closure record, updated procedure with IOC step",Marcus Lee,Re-performance of one staging restore with checksum and IOC validation,5,5,"The control held at consistent execution through Q4 — monthly restore tests clean, IOC checks operating — but scope extension stalled: S3 configuration-export verification was implemented in November while the on-prem fileserver leg slipped to Q1 2027 behind the domain-recovery runbook corrections from the December exercise. Consistency is established; the score holds at the floor because measurement of restore coverage across all backup classes is still incomplete.",2026-12-09,Complete,"Q4 restore-test logs, S3 export verification record, slip note in ServiceNow remediation record",Marcus Lee,,Marcus Lee,2026-10-31,5,Add IOC and corruption checks to the restore-test procedure; close the WAL-segment failure; extend verification to S3 configuration exports and the on-prem fileserver.,Restore-Test-Log-2026-05
RC.RP-04 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex1: Use business impact and system categorization records (including service delivery objectives) to validate that essential services are restored in the appropriate order,"No business impact analysis or system categorization records exist to define restoration order — service criticality lives in engineers' heads. The continuous-authentication API is obviously first, but dependencies (PostgreSQL clusters, identity event pipeline, customer admin console) have no documented service delivery objectives.",Yes,Marcus Lee,Gerry Callahan; Dana Okafor,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,2.5,5,"No business impact analysis or system categorization records exist to define restoration order — service criticality lives in engineers' heads. The continuous-authentication API is obviously first, but dependencies (PostgreSQL clusters, identity event pipeline, customer admin console) have no documented service delivery objectives. Post-incident operational norms were never formally established after either 2024 incident. This gap also blocks RC.RP-02 remediation.",2026-06-19,Complete,Searched for BIA and system categorization records; reviewed architecture docs,Marcus Lee,,3,5,"The lightweight business impact analysis started in September with Finance: Dana Okafor's team and engineering drafted service-criticality tiers for the top-ten services, anchoring the continuous-authentication API, PostgreSQL clusters, and identity event pipeline at the head of the restoration order. Draft tiers exist but service delivery objectives are not yet set and nothing is published; restoration order therefore still lives in engineers' heads for any real event this quarter.",2026-09-16,In Progress,"BIA working papers, draft criticality tiers",Dana Okafor; Marcus Lee,,3.5,5,"The BIA for the top-ten services completed in November with recovery-order service delivery objectives published as the restoration-priority reference, and the December exercise sequenced against it. Coverage stops at the top ten — on-prem services including the Windows domain and fileserver have no documented objectives, which the exercise's missed domain RTO made conspicuous. Post-incident operational norms remain undefined, so the control advances but stays clearly below the floor.",2026-12-10,Complete,"Published restoration-priority reference, BIA sign-off, exercise sequencing log",Dana Okafor; Nadia Khan,,Marcus Lee,2027-01-31,5,Extend the BIA to on-prem services in Q1 2027 and define post-incident operational norms; review objectives annually with Finance.,BIA-Top10-Services-draft
RC.RP-05 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified
systems and services are restored
and normal operating status is confirmed",Ex1: Check restored assets for indicators of compromise and remediation of root causes of the incident before production use,"Restored-asset verification exists informally: after INC-2024-02 the rebuilt staging nodes were checked for the malicious SSH key and root-cause remediation was confirmed before reconnecting. But there is no documented verification checklist, no defined 'normal operating status' criteria, and no sign-off step.",Yes,Marcus Lee,Nadia Khan,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3,5,"Restored-asset verification exists informally: after INC-2024-02 the rebuilt staging nodes were checked for the malicious SSH key and root-cause remediation was confirmed before reconnecting. But there is no documented verification checklist, no defined 'normal operating status' criteria, and no sign-off step. Kubernetes deployments from signed images (Sigstore/Cosign) give implicit integrity for containers; hosts and data stores rely on individual diligence.",2026-06-19,Complete,INC-2024-02 node rebuild notes; Cosign verification pipeline config,Marcus Lee,Verified Cosign signature enforcement on one production deployment,3.5,5,"A restored-asset verification checklist was drafted in August covering IOC scan, root-cause fix confirmation, service health criteria, and sign-off, formalizing the informal practice used after INC-2024-02. The checklist is in the recovery runbook as a draft; it has not been applied to any restoration, and defined normal-operating-status criteria exist only for the container tier where Sigstore/Cosign signing gives implicit integrity.",2026-09-15,Complete,Draft verification checklist in recovery runbook v3,Marcus Lee,,4.5,5,"The verification checklist was adopted and exercised in the December recovery exercise: restored PostgreSQL and the rebuilt domain controller were checked against IOC, root-cause, and service-health criteria with recorded sign-off by Nadia Khan. Hosts and data stores now have a documented verification path rather than individual diligence. One exercised application is not yet consistent practice, and normal-operating-status criteria remain thin for on-prem assets.",2026-12-10,Complete,"Completed checklists from the exercise with sign-off, runbook v4",Marcus Lee; Nadia Khan,Inspection of signed checklist evidence against restored assets,Marcus Lee,2026-11-30,5,Apply the checklist in every 2027 restoration and exercise; define normal-operating-status criteria for on-prem assets alongside the extended BIA.,Restored-Asset-Verification-Checklist
RC.RP-06 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria
and incident-related documentation is completed","Ex1: Prepare an after-action report that documents the incident itself, the response and recovery actions taken, and lessons learned","After-action reports exist for both 2024 incidents and the Q1 2026 event, documenting response and lessons learned — a genuine strength born of hard experience. However, there are no criteria for declaring recovery complete; each report was written after an informal 'we're done' call.",Yes,Nadia Khan,Gerry Callahan; Leila Haddad,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3.5,5,"After-action reports exist for both 2024 incidents and the Q1 2026 event, documenting response and lessons learned — a genuine strength born of hard experience. However, there are no criteria for declaring recovery complete; each report was written after an informal 'we're done' call. Lessons-learned actions are tracked in ServiceNow but two INC-2024-02 actions remain open past their due dates, including the shared-key elimination (R-SSH-001).",2026-06-19,Complete,Three after-action reports; lessons-learned action tracker in ServiceNow,Nadia Khan,Verified status of INC-2024-02 action items; 2 of 9 open past due,4.5,5,"Recovery-end criteria were defined in the IR plan ahead of the September due date — service verification complete, restored-asset sign-off, stakeholder notification closed — replacing the informal 'we're done' call. Of the two overdue INC-2024-02 lessons-learned actions, one closed this quarter; the shared-key elimination (R-SSH-001) remains open and now sits on the monthly risk review escalation per the plan. After-action discipline remains a genuine strength.",2026-09-17,Complete,"IR plan recovery-end criteria section, ServiceNow lessons-learned queue, September risk review minutes",Nadia Khan,,5,5,"The recovery-end criteria were applied for the first time in the December exercise, with the completion call made against the documented checklist rather than judgment, and the after-action report generated from that gate. The final overdue INC-2024-02 action — shared-key elimination under R-SSH-001 — closed in November with CyberArk-vaulted replacements confirmed. Lessons-learned tracking is current with no overdue actions at year end, bringing the control to the passing floor.",2026-12-11,Complete,"Exercise after-action report with criteria-based completion, R-SSH-001 closure record",Nadia Khan,Verification that no lessons-learned actions were overdue in ServiceNow at period end,Nadia Khan,2026-09-30,5,Define recovery-end criteria in the IR plan; escalate the two overdue INC-2024-02 actions to the monthly risk review until closed.,AAR-Action-Status-Q2
RS.AN-03 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex1: Determine the sequence of events that occurred during the incident and which assets and resources were involved in each event,"Root-cause analysis is performed for significant incidents — the INC-2024-02 postmortem reconstructed the event sequence from CloudTrail, VPC Flow Logs, and node forensics, and that discipline has carried into 2026. However, sequence reconstruction still depends on manual CloudTrail queries; TTD improvement to 9 hours has outpaced investigation tooling.",Yes,Nadia Khan,Marcus Lee; Gerry Callahan,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,4,6,"Root-cause analysis is performed for significant incidents — the INC-2024-02 postmortem reconstructed the event sequence from CloudTrail, VPC Flow Logs, and node forensics, and that discipline has carried into 2026. However, sequence reconstruction still depends on manual CloudTrail queries; TTD improvement to 9 hours has outpaced investigation tooling. Analysis happens and is documented, but is slow and dependent on two senior responders (R1, R3).",2026-06-19,Complete,INC-2024-02 postmortem; two Q2 incident analysis records,Nadia Khan,Re-performed event-sequence reconstruction on one Q2 incident using CloudTrail,4.5,6,"The investigation query library funded under the $150K IR Enhancement project deployed in August: standardized CloudTrail and VPC Flow Log queries now cover the common lateral-movement and credential-abuse patterns from the INC-2024-02 postmortem. Root-cause analysis remains dependent on two senior responders (R1, R3), and timeline assembly is still manual, but investigation-start time on the quarter's two confirmed events averaged under an hour against the 30-minute target.",2026-09-16,Complete,"Query library repository, investigation timing records for Q3 events",Nadia Khan,Re-performance of a lateral-movement query against a test account,5,6,"Timeline tooling went live in November, assembling event sequences from CloudTrail, GuardDuty, and SentinelOne telemetry automatically; the December tabletop investigation and one live December event both started analysis inside 40 minutes, median for the half at 45 minutes against the 30-minute target. Root-cause discipline is consistent with evidence across the period; dependence on two senior responders is easing as the October hires shadow investigations, though the measured target is not yet met.",2026-12-09,Complete,"Timeline tool output for December event, investigation timing log H2",Nadia Khan,Inspection of auto-assembled timeline against raw CloudTrail for the December event,Nadia Khan,2027-01-31,5,Deploy the investigation query library and timeline tooling funded under the $150K IR Enhancement project; target investigation-start under 30 minutes from detection.,Q2-Incident-Analysis-Records
RS.AN-06 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-06,"Actions performed during an investigation are recorded
and the records' integrity and provenance are preserved","Ex1: Require each incident responder and others (e.g., system administrators, cybersecurity engineers) who perform incident response tasks to record their actions and make the record immutable","Responders record actions in the ServiceNow incident work notes, which are timestamped and access-controlled but not immutable — records can be edited after the fact. During INC-2024-02 some containment actions were reconstructed from Slack history rather than contemporaneous notes.",Yes,Nadia Khan,Leila Haddad,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3,6,"Responders record actions in the ServiceNow incident work notes, which are timestamped and access-controlled but not immutable — records can be edited after the fact. During INC-2024-02 some containment actions were reconstructed from Slack history rather than contemporaneous notes. Given Alma's biometric data sensitivity, investigation records could face legal scrutiny; current practice would not withstand a chain-of-custody challenge.",2026-06-19,Complete,ServiceNow work-note audit settings; INC-2024-02 investigation record,Nadia Khan,Verified work-note edit history behavior in ServiceNow staging,3.5,6,"A responder action-log template was adopted in August and used for the quarter's two confirmed events, giving contemporaneous timestamped records instead of after-the-fact Slack reconstruction. The underlying immutability gap persists: ServiceNow incident work notes remain editable, and the audit-log immutability configuration request sits in the ServiceNow change queue. Records are better disciplined but would still not withstand a chain-of-custody challenge.",2026-09-16,Complete,"Action-log template, completed logs for Q3 events, pending change request",Nadia Khan,,4.5,6,"ServiceNow audit-log immutability for incident work notes was enabled in November, and all responders — including the two October hires — trained on the action-log discipline during the December tabletop, where logs were kept contemporaneously and survived an edit-attempt test. Investigation records are now tamper-evident with a practiced logging habit; the control stays below target pending integration with the evidence-preservation SOP and a live-incident proof.",2026-12-10,Complete,"Immutability configuration record, tabletop action logs, training roster",Nadia Khan,Attempted post-hoc edit of a closed work note confirmed blocked and audit-logged,Nadia Khan,2026-12-31,5,Integrate action logs with the evidence-preservation SOP custody log; evidence one live incident with the full discipline in 2027.,WorkNote-Immutability-Config
RS.AN-07 Ex1,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-07,"Incident data and metadata are collected
and their integrity and provenance are preserved","Ex1: Collect, preserve, and safeguard the integrity of all pertinent incident data and metadata (e.g., data source, date/time of collection) based on evidence preservation and chain-of-custody procedures","Incident data collection relies on CloudTrail, GuardDuty findings, VPC Flow Logs, and SentinelOne telemetry, all of which are retained centrally in AWS. However, there is no documented evidence-preservation or chain-of-custody procedure: no forensic image was taken of the compromised staging node in INC-2024-02, and collection timestamps are not systematically recorded.",Yes,Nadia Khan,Marcus Lee,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3,6,"Incident data collection relies on CloudTrail, GuardDuty findings, VPC Flow Logs, and SentinelOne telemetry, all of which are retained centrally in AWS. However, there is no documented evidence-preservation or chain-of-custody procedure: no forensic image was taken of the compromised staging node in INC-2024-02, and collection timestamps are not systematically recorded. For a company whose product is authentication trust, forensic defensibility is a material gap.",2026-06-19,Complete,Log retention configuration; INC-2024-02 evidence inventory,Nadia Khan,,3,6,"The evidence-preservation SOP — snapshot, hash, custody log — was drafted under the IR Enhancement project this quarter but is not yet adopted; no incident this period required forensic collection, so practice is untested. Central retention of CloudTrail, GuardDuty, VPC Flow Logs, and SentinelOne telemetry continues, but the INC-2024-02 gap stands: there is still no operational procedure that would produce a defensible forensic image of a suspect host.",2026-09-16,In Progress,Draft evidence-preservation SOP,Nadia Khan,,4,6,"The SOP was adopted in November and EBS snapshot automation for suspect hosts pre-staged and fired successfully in the December tabletop, producing a hashed snapshot with a custody log entry inside 20 minutes of the simulated compromise call. Forensic defensibility now has a documented, once-exercised path for AWS assets; on-prem hosts remain manual, and no live incident has yet tested the chain end-to-end.",2026-12-09,Complete,"Adopted SOP, tabletop snapshot artifacts with hashes and custody log",Nadia Khan,Observed snapshot automation run against a tabletop suspect node,Nadia Khan,2027-02-28,5,"Extend the SOP to on-prem hosts (domain controller, fileserver) and prove the chain on a live event; review custody log format with counsel in Q1 2027.",Evidence-Preservation-SOP-draft
